1,2,3 
3．《现代实用[MASK]》：“治脚气及妇人乳汁缺乏,3．《现代实用中药》：“治脚气及妇人乳汁缺乏,['中药']
用于内外各种出血[MASK]，包括血友病、血小板减少性紫癜、功能性子宫出血、肝病出血及外伤出血等,用于内外各种出血证，包括血友病、血小板减少性紫癜、功能性子宫出血、肝病出血及外伤出血等,['证']
【功效】补脾胃，益气[MASK]，强筋骨,【功效】补脾胃，益气血，强筋骨,['血']
1．虚弱[MASK]，脾虚等证：黄牛肉500g，糯米60g，白萝卜60g，葱、姜、味精、盐少许，加水煮粥,1．虚弱少气，脾虚等证：黄牛肉500g，糯米60g，白萝卜60g，葱、姜、味精、盐少许，加水煮粥,['少气']
"(《[MASK]粥谱》)
","(《食疗粥谱》)
",['食疗']
中医认为牛肉健牌益[MASK]，理虚弱，益气[MASK],中医认为牛肉健牌益胃，理虚弱，益气血,"['胃', '血']"
故凡久病体虚，中[MASK]下陷，气短，唇白，面色萎黄，大便泄泻，手足厥冷等，均可用牛肉炖汁吃,故凡久病体虚，中气下陷，气短，唇白，面色萎黄，大便泄泻，手足厥冷等，均可用牛肉炖汁吃,['气']
【性味[MASK]】咸，平,【性味归经】咸，平,['归经']
3．[MASK][MASK]：乌贼蛋5只，海螵蛸9g，同煮,3．胃痛泛酸：乌贼蛋5只，海螵蛸9g，同煮,"['胃痛', '泛酸']"
《[MASK]求真》：“……其味珍美，食则动风与[MASK],《本草求真》：“……其味珍美，食则动风与气,"['本草', '气']"
1．《日华子[MASK]》：“通月经,1．《日华子本草》：“通月经,['本草']
"带鱼(《[MASK]从新》)
","带鱼(《本草从新》)
",['本草']
【性味[MASK]】甘，温,【性味归经】甘，温,['归经']
置[MASK]烧沸，再用[MASK][MASK]炖，直至羊肉熟烂即成,置武火烧沸，再用文火煨炖，直至羊肉熟烂即成,"['武火', '文火', '煨']"
[MASK]及病后、产后体弱，脘腹冷痛，[MASK]宫冷[MASK]及各种贫血,血虚及病后、产后体弱，脘腹冷痛，血虚宫冷崩漏及各种贫血,"['血虚', '血虚', '崩漏']"
外感[MASK]、咽喉肿痛、[MASK]者不宜食用,外感发热、咽喉肿痛、牙痛者不宜食用,"['发热', '牙痛']"
气血亏损兼肾虚的[MASK]、气短、腰膝[MASK]、[MASK]等症,气血亏损兼肾虚的心悸、气短、腰膝酸痛、失眠等症,"['心悸', '酸痛', '失眠']"
先用糯米煮粥，待粥将熟时，放入捣碎的阿胶，边[MASK]边搅匀，稍[MASK]两三沸即可,先用糯米煮粥，待粥将熟时，放入捣碎的阿胶，边煮边搅匀，稍煮两三沸即可,"['煮', '煮']"
用于[MASK]引起的妇女月经过少，胎动不安及虚劳[MASK]，久咳[MASK]，或[MASK]、衄[MASK]、大便出血,用于血虚引起的妇女月经过少，胎动不安及虚劳咳嗽，久咳咯血，或吐血、衄血、大便出血,"['血虚', '咳嗽', '咯血', '吐血', '血']"
脾胃虚弱、[MASK]不足者不宜食用,脾胃虚弱、阳气不足者不宜食用,['阳气']
龙眼肉10克，[MASK]枣仁10克，芡实12克,龙眼肉10克，炒枣仁10克，芡实12克,['炒']
[MASK]枣仁捣碎，用纱布袋装,炒枣仁捣碎，用纱布袋装,['炒']
芡实加水500毫升，[MASK]半小时后加入龙眼肉和[MASK]枣仁，再[MASK]半小时,芡实加水500毫升，煮半小时后加入龙眼肉和炒枣仁，再煮半小时,"['煮', '炒', '煮']"
凡因[MASK][MASK]、虚火内扰不能下济[MASK]，出现[MASK]、怔忡、神倦、[MASK]等症者，皆可服用,凡因心阴血虚、虚火内扰不能下济肾阴，出现心悸、怔忡、神倦、遗精等症者，皆可服用,"['心阴', '血虚', '肾阴', '心悸', '遗精']"
将龙眼肉、大枣洗净，放入锅内，加水适量，置[MASK]上烧沸，改用[MASK][MASK]至七成熟时，加入姜汁和蜂蜜，搅匀，煮熟,将龙眼肉、大枣洗净，放入锅内，加水适量，置武火上烧沸，改用文火煮至七成熟时，加入姜汁和蜂蜜，搅匀，煮熟,"['武火', '文火', '煮']"
健脾益胃，滋补[MASK],健脾益胃，滋补心血,['心血']
脾虚血亏所致的食欲不振、面色萎黄、[MASK]怔忡等症,脾虚血亏所致的食欲不振、面色萎黄、心悸怔忡等症,['心悸']
花生仁适量，猪[MASK]一付，加少许调料炖熟后，连汤同食，可治疗久咳、小儿百日咳,花生仁适量，猪肺一付，加少许调料炖熟后，连汤同食，可治疗久咳、小儿百日咳,['肺']
花生仁90克、猪蹄1只，加水炖熟，每日服一次，连服5天，对治疗乳汁缺少，产后[MASK]有很好的[MASK]效果,花生仁90克、猪蹄1只，加水炖熟，每日服一次，连服5天，对治疗乳汁缺少，产后便秘有很好的食疗效果,"['便秘', '食疗']"
【性味[MASK]】甘，温,【性味归经】甘，温,['归经']
入[MASK]、肺经,入肾、肺经,['肾']
1．肾虚[MASK]：胡桃仁60g，切细，注以热酒，另加红糖调服,1．肾虚腰痛：胡桃仁60g，切细，注以热酒，另加红糖调服,['腰痛']
3．[MASK][MASK]不足[MASK]：胡桃肉、人参各6g，水煎服,3．肺肾不足气喘：胡桃肉、人参各6g，水煎服,"['肺', '肾', '气喘']"
5．尿路[MASK]：胡桃仁120g，冰糖120g，以香油炸酥胡桃仁，共研为细末，每次用30～60g，日服2～3次，用温开水送下,5．尿路结石：胡桃仁120g，冰糖120g，以香油炸酥胡桃仁，共研为细末，每次用30～60g，日服2～3次，用温开水送下,['结石']
[MASK]火积热，阴虚火旺而致咳喘、泄泻便溏者不宜食用,痰火积热，阴虚火旺而致咳喘、泄泻便溏者不宜食用,['痰']
胡桃仁质润并滋补，适于老年体虚、病后津亏所致的大[MASK]结，头晕[MASK]等症,胡桃仁质润并滋补，适于老年体虚、病后津亏所致的大便秘结，头晕耳鸣等症,"['便秘', '耳鸣']"
胡桃油有补肾、缓下和驱绦虫等功效，外用可治皮炎、[MASK]以及外耳道疖肿,胡桃油有补肾、缓下和驱绦虫等功效，外用可治皮炎、湿疹以及外耳道疖肿,['湿疹']
其性又能消坚开瘀，治心腹疼痛，砂淋、[MASK]堵塞作痛,其性又能消坚开瘀，治心腹疼痛，砂淋、石淋堵塞作痛,['石淋']
【性味[MASK]】甘，温,【性味归经】甘，温,['归经']
入[MASK]、[MASK]、肾经,入肺、脾、肾经,"['肺', '脾']"
1．[MASK][MASK]，脘闷不适：刀豆取老而绽者，每次6～9g，开水下,1．气滞呃逆，脘闷不适：刀豆取老而绽者，每次6～9g，开水下,"['气滞', '呃逆']"
老刀豆入药对[MASK]治疗有一定效果,老刀豆入药对呃逆治疗有一定效果,['呃逆']
"韭菜(《滇南[MASK]》)
","韭菜(《滇南本草》)
",['本草']
【性味[MASK]】辛，温,【性味归经】辛，温,['归经']
入肝、[MASK]、肾经,入肝、胃、肾经,['胃']
3．[MASK]、[MASK]、衄[MASK]、淋血、[MASK]及一切血证：韭菜捣汁，生地黄浸韭菜汁内，烈日下晒干，以生地黄黑烂，菜汁干为度；入石臼内，捣数千下，如烂膏无渣者，为丸，弹子大,3．吐血、呕血、衄血、淋血、尿血及一切血证：韭菜捣汁，生地黄浸韭菜汁内，烈日下晒干，以生地黄黑烂，菜汁干为度；入石臼内，捣数千下，如烂膏无渣者，为丸，弹子大,"['吐血', '呕血', '血', '尿血']"
1．《本经逢原》：“韭，昔人言治噎膈，惟死[MASK]在胃者宜之,1．《本经逢原》：“韭，昔人言治噎膈，惟死血在胃者宜之,['血']
若胃[MASK]而噎，勿用，恐致[MASK]也,若胃虚而噎，勿用，恐致呕吐也,"['虚', '呕吐']"
1．[MASK]不足：白羊肉250g，去脂膜，切，以蒜同食之，三日一度,1．肾阳不足：白羊肉250g，去脂膜，切，以蒜同食之，三日一度,['肾阳']
凡外感[MASK]或内有宿热者忌服,凡外感时邪或内有宿热者忌服,['时邪']
羊肉性味甘热，历来作为[MASK]佳品，尤以冬月食之为宜,羊肉性味甘热，历来作为补阳佳品，尤以冬月食之为宜,['补阳']
它的热量比牛肉高，冬天吃羊肉可促进血液循环，以增温御寒，因此，老年人、体弱者、[MASK][MASK]而手足不温者吃羊肉有益,它的热量比牛肉高，冬天吃羊肉可促进血液循环，以增温御寒，因此，老年人、体弱者、阳气虚而手足不温者吃羊肉有益,"['阳气', '虚']"
2．李杲：“羊肉甘热，能[MASK]之虚，有形之物也，能补有形肌肉之气,2．李杲：“羊肉甘热，能补血之虚，有形之物也，能补有形肌肉之气,['补血']
【性味[MASK]】咸，温,【性味归经】咸，温,['归经']
入[MASK]、[MASK]、肾经,入脾、胃、肾经,"['脾', '胃']"
1．脾胃冷弱，肠中积冷，胀满[MASK]：肥狗肉半斤，以米、盐、豉等煮粥，频吃一二顿,1．脾胃冷弱，肠中积冷，胀满刺痛：肥狗肉半斤，以米、盐、豉等煮粥，频吃一二顿,['刺痛']
3．老年体弱，[MASK]足冷：腊月取狗肉煮食,3．老年体弱，腰痛足冷：腊月取狗肉煮食,['腰痛']
"(《家庭[MASK]手册》)
","(《家庭食疗手册》)
",['食疗']
民间多用熟附[MASK]姜炖狗肉，适于[MASK]，夜多小便，四肢怕冷者食,民间多用熟附煨姜炖狗肉，适于阳痿，夜多小便，四肢怕冷者食,"['煨', '阳痿']"
【功效】补[MASK]，调血脉，壮阳，下乳汁,【功效】补五脏，调血脉，壮阳，下乳汁,['五脏']
1．产后无乳：鹿肉125g，洗切，用水三碗[MASK]，入[MASK]，任意食之,1．产后无乳：鹿肉125g，洗切，用水三碗煮，入五味，任意食之,"['煮', '五味']"
3．气血亏虚：鹿肉90g，黄芪30g，大枣30g，共[MASK]食用,3．气血亏虚：鹿肉90g，黄芪30g，大枣30g，共煮食用,['煮']
l．《[MASK][MASK]》：“补虚羸瘦弱，利[MASK]，调血脉,l．《食疗本草》：“补虚羸瘦弱，利五脏，调血脉,"['食疗', '本草', '五脏']"
3．《本草纲目》：“邵氏言鹿之一身皆益人，或[MASK]或[MASK]或脯，同酒食之良,3．《本草纲目》：“邵氏言鹿之一身皆益人，或煮或蒸或脯，同酒食之良,"['煮', '蒸']"
大抵鹿为纯阳之物，能通[MASK]，故其肉、角有益无损,大抵鹿为纯阳之物，能通督脉，故其肉、角有益无损,['督脉']
【性味[MASK]】甘，温,【性味归经】甘，温,['归经']
"(《[MASK][MASK]》)
","(《食疗本草》)
","['食疗', '本草']"
3．小儿[MASK]：羊乳细细沥口中,3．小儿口疮：羊乳细细沥口中,['口疮']
有[MASK]湿积饮者宜慎服,有痰湿积饮者宜慎服,['痰']
从补益和药用来说，古代非常重视羊奶的补益功效，认为它是一味养肺、润燥止咳的良药，能治肺癌、[MASK]等症,从补益和药用来说，古代非常重视羊奶的补益功效，认为它是一味养肺、润燥止咳的良药，能治肺癌、咯血等症,['咯血']
2．《本草纲目》：“治大人[MASK]及反胃，小儿哆呢及舌肿，并时时[MASK]之,2．《本草纲目》：“治大人干呕及反胃，小儿哆呢及舌肿，并时时温服之,"['干呕', '温服']"
【性味[MASK]】甘，平,【性味归经】甘，平,['归经']
入[MASK]、肺经,入脾、肺经,['脾']
"(《泉州[MASK]》)
","(《泉州本草》)
",['本草']
补肾壮阳，固精止遗，健脾暖[MASK],补肾壮阳，固精止遗，健脾暖胃,['胃']
[MASK]肾阳虚所致的腹中[MASK]，泄泻或[MASK]，虚寒久痢，噎嗝反胃，[MASK][MASK]，[MASK]白浊，小便频数，小儿[MASK]，妇女[MASK]过多，腰膝酸软，[MASK][MASK],脾肾阳虚所致的腹中冷痛，泄泻或便秘，虚寒久痢，噎嗝反胃，阳痿早泄，遗精白浊，小便频数，小儿遗尿，妇女白带过多，腰膝酸软，痛经崩漏,"['脾', '冷痛', '便秘', '阳痿', '早泄', '遗精', '遗尿', '白带', '痛经', '崩漏']"
分别将肉苁蓉、羊肉洗净后切细，先用沙锅煎肉苁蓉，取汁去渣，入羊肉、粳米同煮，待煮沸后加入细盐、葱白、生姜，[MASK]为稀粥,分别将肉苁蓉、羊肉洗净后切细，先用沙锅煎肉苁蓉，取汁去渣，入羊肉、粳米同煮，待煮沸后加入细盐、葱白、生姜，煮为稀粥,['煮']
肾阳虚衰所致的[MASK][MASK]，[MASK]，女子[MASK]，腰膝[MASK]，小便频数，夜间多尿以及素体虚弱，劳倦内伤，[MASK]怕冷，四肢欠温，脾胃虚寒及老人阳虚[MASK],肾阳虚衰所致的阳痿遗精，早泄，女子不孕，腰膝冷痛，小便频数，夜间多尿以及素体虚弱，劳倦内伤，恶寒怕冷，四肢欠温，脾胃虚寒及老人阳虚便秘,"['阳痿', '遗精', '早泄', '不孕', '冷痛', '恶寒', '便秘']"
补肾壮阳，温固[MASK],补肾壮阳，温固肾气,['肾气']
[MASK]不足之[MASK]、[MASK]、腰膝[MASK]，[MASK]不固之[MASK]、带下、小便频数以及[MASK]等,肾阳不足之阳痿、乏力、腰膝酸痛，肾气不固之遗精、带下、小便频数以及便秘等,"['肾阳', '阳痿', '乏力', '酸痛', '肾气', '遗精', '便秘']"
将狗肉放入锅内，同姜片煸炒，加入料酒后倒入锅内，同时将菟丝子、附片用纱布袋装好扎紧，与食盐、葱一起放入锅内，加清汤适量，用武火烧沸，[MASK][MASK]炖，待肉熟烂后即成,将狗肉放入锅内，同姜片煸炒，加入料酒后倒入锅内，同时将菟丝子、附片用纱布袋装好扎紧，与食盐、葱一起放入锅内，加清汤适量，用武火烧沸，文火煨炖，待肉熟烂后即成,"['文火', '煨']"
[MASK]衰微，精神不振，腰膝酸软等,阳气衰微，精神不振，腰膝酸软等,['阳气']
（2）[MASK]原则,（2）养生原则,['养生']
（3）[MASK]方法,（3）养生方法,['养生']
"第十章[MASK]类
","第十章 滋阴类
",['滋阴']
"[MASK]食物
","滋阴食物
",['滋阴']
"银耳(《[MASK]再新》)
","银耳(《本草再新》)
",['本草']
【性味[MASK]】甘、淡，平,【性味归经】甘、淡，平,['归经']
入[MASK]、[MASK]、肾经,入肺、胃、肾经,"['肺', '胃']"
1．[MASK]阴虚，[MASK]：银耳6g，竹笋6g，淫羊藿3g,1． 肺阴虚，咳嗽：银耳6g，竹笋6g，淫羊藿3g,"['肺', '咳嗽']"
先将银耳及竹笋用冷水发胀，取出，加水一小碗及冰糖、猪油适量调和，最后取淫羊藿稍加碎截，置碗中共[MASK]，服时去淫羊藿、竹笋，银耳连汤内服,先将银耳及竹笋用冷水发胀，取出，加水一小碗及冰糖、猪油适量调和，最后取淫羊藿稍加碎截，置碗中共蒸，服时去淫羊藿、竹笋，银耳连汤内服,['蒸']
风寒[MASK]，湿热生痰和外感口干者忌用,风寒咳嗽，湿热生痰和外感口干者忌用,['咳嗽']
对于高血压、血管硬化、[MASK]、[MASK]者经常食用,对于高血压、血管硬化、便秘、月经过多者经常食用,"['便秘', '月经过多']"
3．《[MASK]新参》：“清补[MASK][MASK]，滋液，治劳咳,3．《饮片新参》：“清补肺阴，滋液，治劳咳,"['饮片', '肺', '阴']"
【性味[MASK]】甘，平,【性味归经】甘，平,['归经']
入胃、肠、[MASK]、[MASK]、膀胱经,入胃、肠、肝、肾、膀胱经,"['肝', '肾']"
1．[MASK][MASK]，大小便不利：白菜用开水煮汤食,1．发热口渴，大小便不利：白菜用开水煮汤食,"['发热', '口渴']"
[MASK]胃寒者不宜多食,气虚胃寒者不宜多食,['气虚']
其性甘淡平和，作菜肴与肉同[MASK]则味美，养胃益人，治疗作用较弱，久食也无明显副反应,其性甘淡平和，作菜肴与肉同煮则味美，养胃益人，治疗作用较弱，久食也无明显副反应,['煮']
2．《滇南[MASK]》：“主消痰，止[MASK]，利小便，清肺热,2．《滇南本草》：“主消痰，止咳嗽，利小便，清肺热,"['本草', '咳嗽']"
【性味[MASK]】甘、微酸，凉,【性味归经】甘、微酸，凉,['归经']
入[MASK]、胃经,入肺、胃经,['肺']
1．太阴[MASK][MASK]甚者：甜水梨大者一枚，薄切，新汲凉水内浸半日，(捣取汁)时时频饮,1．太阴温病口渴甚者：甜水梨大者一枚，薄切，新汲凉水内浸半日，(捣取汁)时时频饮,"['温病', '口渴']"
3．[MASK][MASK]多：梨，捣汁用，熬膏亦良，加姜汁、白蜜,3．咳嗽痰多：梨，捣汁用，熬膏亦良，加姜汁、白蜜,"['咳嗽', '痰']"
"(《[MASK]求原》)
","(《本草求原》)
",['本草']
"“雪梨膏”即以白梨500g，去皮[MASK]，加百合250g,白糖250g拌匀，隔水炖至膏状而成","“雪梨膏”即以白梨500g，去皮心，加百合250g,白糖250g拌匀，隔水炖至膏状而成",['心']
“秋梨膏”即以本品为主要原料，加白糖、蛋清、蜂蜜以及化痰止咳的[MASK]熬制而成,“秋梨膏”即以本品为主要原料，加白糖、蛋清、蜂蜜以及化痰止咳的中药熬制而成,['中药']
【性味[MASK]】甘，平,【性味归经】甘，平,['归经']
1．大病后不足，万病虚劳：黄牛乳一升，以水四升，煎取一升，如人饥，稍稍[MASK]之，不得过多,1．大病后不足，万病虚劳：黄牛乳一升，以水四升，煎取一升，如人饥，稍稍饮之，不得过多,['饮']
脾胃虚寒作泻，中有[MASK]湿积饮者慎用,脾胃虚寒作泻，中有痰湿积饮者慎用,['痰']
《[MASK]拾遗》：“与酸物[MASK]，令人腹中症结,《本草拾遗》：“与酸物相反，令人腹中症结,"['本草', '相反']"
1．《日华子[MASK]》：“[MASK]皮肤，养心肺，解热毒,1．《日华子本草》：“润皮肤，养心肺，解热毒,"['本草', '润']"
【性味[MASK]】蛋清甘，凉,【性味归经】蛋清甘，凉,['归经']
2．[MASK]不息：破鸡子去白，吞中黄数枚,2．干呕不息：破鸡子去白，吞中黄数枚,['干呕']
"(《[MASK]大辞典》)
","(《中药大辞典》)
",['中药']
【性味[MASK]】甘，平,【性味归经】甘，平,['归经']
入肝、[MASK]、脾经,入肝、肾、脾经,['肾']
1．[MASK]劳瘦及[MASK]下虫：鳗鲡鱼1000g，治如食法，切作段子，以酒二盏[MASK]，入盐、醋中食之,1．骨蒸劳瘦及肠风下虫：鳗鲡鱼1000g，治如食法，切作段子，以酒二盏煮，入盐、醋中食之,"['骨蒸', '肠风', '煮']"
3．[MASK]：鳗鲡鱼淡炙令熟，与患人吃一、二枚,3．心痛：鳗鲡鱼淡炙令熟，与患人吃一、二枚,['心痛']
病后[MASK][MASK]虚弱，[MASK]多泄泻者忌服,病后脾肾虚弱，痰多泄泻者忌服,"['脾', '肾', '痰']"
《[MASK][MASK]》：“疗湿脚气，腰肾间湿风痹,《食疗本草》：“疗湿脚气，腰肾间湿风痹,"['食疗', '本草']"
【功效】祛[MASK]，除风湿，强筋骨，止痔[MASK],【功效】祛虚损，除风湿，强筋骨，止痔血,"['虚损', '血']"
1．足痿无力：鳝鱼加金针菜共[MASK],1．足痿无力：鳝鱼加金针菜共煮,['煮']
1．《滇南[MASK]》：“治痨伤，添精益[MASK]，[MASK]筋骨,1．《滇南本草》：“治痨伤，添精益髓，壮筋骨,"['本草', '髓', '壮']"
【性味[MASK]】甘，平,【性味归经】甘，平,['归经']
"(《[MASK]备要》)
","(《本草备要》)
",['本草']
3．久疟不愈：鳖一个，去[MASK]、肠，用猪油炖，入盐少许服,3．久疟不愈：鳖一个，去肝、肠，用猪油炖，入盐少许服,['肝']
"(《贵州中医[MASK]》)
","(《贵州中医验方》)
",['验方']
《随息居饮食谱》：“[MASK]湿盛者忌,《随息居饮食谱》：“痰湿盛者忌,['痰']
1．《日用[MASK]》：“补劳伤，[MASK]益气，大补[MASK]之不足,1．《日用本草》：“补劳伤，壮益气，大补阴之不足,"['本草', '壮', '阴']"
【性味[MASK]】咸、甘，平,【性味归经】咸、甘，平,['归经']
1．虚劳失血[MASK]，[MASK]寒热：乌龟，[MASK]取肉，和葱、椒、酱、油煮食,1．虚劳失血咯血，咳嗽寒热：乌龟，煮取肉，和葱、椒、酱、油煮食,"['咯血', '咳嗽', '煮']"
"(《便民[MASK]》)
","(《便民食疗》)
",['食疗']
3．热气湿痹，腹内急热：龟肉同[MASK]煮食之，微泄为效,3．热气湿痹，腹内急热：龟肉同五味煮食之，微泄为效,['五味']
对患有肺结核、[MASK]、[MASK]、[MASK]、经常手足[MASK][MASK]、腿痠脚软、慢性肾炎、肝炎者亦宜食养,对患有肺结核、便血、咳血、痔疮、经常手足心发热、腿痠脚软、慢性肾炎、肝炎者亦宜食养,"['便血', '咳血', '痔疮', '心', '发热']"
1．《日用[MASK]》：“大补阴虚，作羹，截久疟不愈,1．《日用本草》：“大补阴虚，作羹，截久疟不愈,['本草']
3．《四川[MASK]志》：“治女子干病，老人尿多及流血不止,3．《四川中药志》：“治女子干病，老人尿多及流血不止,['中药']
【功效】[MASK]养胃，利水消肿，健脾补虚,【功效】滋阴养胃，利水消肿，健脾补虚,['滋阴']
1．大[MASK][MASK]：青头雄鸭一只,1．大腹水病：青头雄鸭一只,"['腹水', '病']"
以水5000m1[MASK]取1000m1，饮尽，厚盖之，取汗佳,以水5000m1煮取1000m1，饮尽，厚盖之，取汗佳,['煮']
《日用[MASK]》：“肠风下血人不可食,《日用本草》：“肠风下血人不可食,['本草']
”《随息居饮食谱》：“多食滞气，滑肠，凡为阳虚脾弱，外感未清，痞胀脚气，便泻，[MASK]皆忌之,”《随息居饮食谱》：“多食滞气，滑肠，凡为阳虚脾弱，外感未清，痞胀脚气，便泻，肠风皆忌之,['肠风']
1．《滇南[MASK]》：“老鸭同猪蹄煮食，[MASK]而肥体,1．《滇南本草》：“老鸭同猪蹄煮食，补气而肥体,"['本草', '补气']"
"[MASK]食品
","滋阴食品
",['滋阴']
山萸肉洗净，去核，与粳米同入沙锅煮粥，待粥将熟时，加入白糖，稍[MASK]即成,山萸肉洗净，去核，与粳米同入沙锅煮粥，待粥将熟时，加入白糖，稍煮即成,['煮']
肝肾不足之头晕目眩，[MASK]腰酸，[MASK]，[MASK]，虚汗不止，肾虚带下，小便频数,肝肾不足之头晕目眩，耳鸣腰酸，遗精，遗尿，虚汗不止，肾虚带下，小便频数,"['耳鸣', '遗精', '遗尿']"
[MASK]及小便淋漓涩滞者不宜食用,发热及小便淋漓涩滞者不宜食用,['发热']
天门冬煎取浓汁，去渣，入粳米煮粥，沸后加入冰糖适量，[MASK]至冰糖溶化即可,天门冬煎取浓汁，去渣，入粳米煮粥，沸后加入冰糖适量，煮至冰糖溶化即可,['煮']
[MASK]润肺，生津止咳,滋阴润肺，生津止咳,['滋阴']
[MASK]不足，阴虚内热，津少口干；[MASK]阴虚有热，[MASK]少[MASK]或无[MASK]，[MASK]中带[MASK]，以及午后低热、夜间[MASK]的肺结核患者,肾阴不足，阴虚内热，津少口干；肺阴虚有热，干咳少痰或无痰，痰中带血，以及午后低热、夜间盗汗的肺结核患者,"['肾阴', '肺', '干咳', '痰', '痰', '痰', '血', '盗汗']"
虚寒[MASK]、外感风寒[MASK]者不宜食用,虚寒腹痛、外感风寒咳嗽者不宜食用,"['腹痛', '咳嗽']"
[MASK]、补肾、润肺,滋阴、补肾、润肺,['滋阴']
肾阴虚型动脉硬化、高血压、眼底出血，[MASK]阴虚之[MASK]喘息等症,肾阴虚型动脉硬化、高血压、眼底出血，肺阴虚之咳嗽喘息等症,"['肺', '咳嗽']"
[MASK]补肾，健身[MASK],滋阴补肾，健身明目,"['滋阴', '明目']"
体虚[MASK]，神疲，肾虚眩晕，视物模糊，[MASK]，[MASK]等,体虚乏力，神疲，肾虚眩晕，视物模糊，阳痿，腰痛等,"['乏力', '阳痿', '腰痛']"
将以上[MASK]装入纱布袋内，扎紧，放入锅内，加水适量，煎煮，每小时取煎液一次，放入另一盆中，再加水煎煮，如此共煎[MASK]4次，合并煎液，放入锅内，将黑豆倒入盛有煎[MASK]的锅内，放入食盐，先以[MASK]烧沸药液，再用[MASK]煎熬，至药液干涸停火,将以上中药装入纱布袋内，扎紧，放入锅内，加水适量，煎煮，每小时取煎液一次，放入另一盆中，再加水煎煮，如此共煎液4次，合并煎液，放入锅内，将黑豆倒入盛有煎液的锅内，放入食盐，先以武火烧沸药液，再用文火煎熬，至药液干涸停火,"['中药', '液', '液', '武火', '文火']"
补益[MASK]，强筋壮骨,补益肾精，强筋壮骨,['肾精']
[MASK]不足、[MASK]亏损引起的头晕目眩，[MASK][MASK]，身体消瘦，尿频[MASK]，腰痠腿痛，筋骨无力等,肾精不足、肾阴亏损引起的头晕目眩，耳鸣耳聋，身体消瘦，尿频遗精，腰痠腿痛，筋骨无力等,"['肾精', '肾阴', '耳鸣', '耳聋', '遗精']"
一年四季[MASK]、夏热、秋凉、冬寒、气候的不断变化，对人体生理机能会产生一定影响,一年四季春温、夏热、秋凉、冬寒、气候的不断变化，对人体生理机能会产生一定影响,['春温']
中医学认为饮食顺应四时变化，能保养体内[MASK]气血，使“[MASK]存内，邪不可干”,中医学认为饮食顺应四时变化，能保养体内阴阳气血，使“正气存内，邪不可干”,"['阴阳', '正气']"
一般认为春季气候温暖，万物生机盎然，宜食清淡，可多吃些菜粥，如荠菜粥；夏季气候炎热、多雨湿重，宜食甘凉之物，如绿豆汤、荷叶粥、薄荷汤、西瓜、冬瓜等；秋季气候转凉干燥，宜食能生津的食品，如藕粥等；冬季寒冷，食品宜温热，可食八宝饭，涮羊肉，桂圆枣粥等，以温补机体[MASK],一般认为春季气候温暖，万物生机盎然，宜食清淡，可多吃些菜粥，如荠菜粥；夏季气候炎热、多雨湿重，宜食甘凉之物，如绿豆汤、荷叶粥、薄荷汤、西瓜、冬瓜等；秋季气候转凉干燥，宜食能生津的食品，如藕粥等；冬季寒冷，食品宜温热，可食八宝饭，涮羊肉，桂圆枣粥等，以温补机体精气,['精气']
[MASK]类食物是指具有[MASK]、镇静潜阳的作用，主要治疗[MASK]阳上亢或肝风内动等病证的一类食物，如旱芹、地龙等,平肝熄风类食物是指具有平肝熄风、镇静潜阳的作用，主要治疗肝阳上亢或肝风内动等病证的一类食物，如旱芹、地龙等,"['平肝熄风', '平肝熄风', '肝']"
【性味[MASK]】苦、辛、温，归[MASK]、[MASK]、大肠经,【性味归经】苦、辛、温，归脾、胃、大肠经,"['归经', '脾', '胃']"
其中对猪肉绦虫尤为有效，并有泻下作用，有助于驱除虫体，为驱虫[MASK]佳品,其中对猪肉绦虫尤为有效，并有泻下作用，有助于驱除虫体，为驱虫食疗佳品,['食疗']
常用食疗方如槟榔散：槟榔10克炮为末，葱、蜜煮汤调服，用于诸虫在[MASK]久不愈者,常用食疗方如槟榔散：槟榔10克炮为末，葱、蜜煮汤调服，用于诸虫在脏腑久不愈者,['脏腑']
【性味[MASK]】甘、平，归[MASK]、胃经,【性味归经】甘、平，归脾、胃经,"['归经', '脾']"
1．主要用于绦虫[MASK]、[MASK]及[MASK],1．主要用于绦虫病、蛔虫病及血吸虫病,"['病', '蛔虫病', '血吸虫病']"
本品为补益强壮[MASK]食品,本品为补益强壮养生食品,['养生']
1．用于[MASK]、绦虫病及[MASK],1．用于钩虫病、绦虫病及蛔虫病,"['钩虫病', '蛔虫病']"
榧子30～50克炒食，用于[MASK]、绦虫[MASK],榧子30～50克炒食，用于钩虫病、绦虫病,"['钩虫病', '病']"
不宜与绿豆同用，肺热[MASK]及滑肠便溏者不宜食用,不宜与绿豆同用，肺热咳嗽及滑肠便溏者不宜食用,['咳嗽']
猪脂[MASK]，皮自脱,猪脂炒，皮自脱,['炒']
1．用于虚烦不眠，[MASK]怔忡，[MASK],1．用于虚烦不眠，心悸怔忡，健忘,"['心悸', '健忘']"
用于[MASK][MASK]，可选酸枣仁粥：酸枣仁炒熟研末，入粥食,用于烦热不寐，可选酸枣仁粥：酸枣仁炒熟研末，入粥食,"['烦热', '不寐']"
